TweetDate,TweetText,TweetAuthor,TweetLocation,AllHashtags
2021-03-25 17:06:07,"If you’re in England and you have a diagnosis of BPD and no other illness that deems you clinically vulnerable or extremely vulnerable, have you been offered the vaccine and what is your age? Feel free to reply or RT to get a bigger scope 👍🏼 #BPD #CovidVaccine",PrivBpd,,"['BPD', 'CovidVaccine']"
2021-03-25 17:06:04,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",mbgead,,"['KrispyKreme', 'vaccinated']"
2021-03-25 17:05:55,"RT @THP_hospital: We are now inviting community members ages 𝟳𝟬+ to book #COVID19vaccine appointments in Peel Region. 

If you or someone y…",lrgandinchrg,"Mississauga, Ontario",['COVID19vaccine']
2021-03-25 17:05:54,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",lblume79, USA,"['KrispyKreme', 'vaccinated']"
2021-03-25 17:05:54,"Today I'm proud and excited to announce that from today on I identify as #vaccinated against #COVID19. 

my #pronouns are vaxxed/vixxed

Thank you in advance for your support!",MarxJock,,"['vaccinated', 'COVID19', 'pronouns']"
2021-03-25 17:05:49,RT @ChiefFlaherty: I stopped by the @arlingtonmagov #CovidVaccine clinic today and ran into #K9 Eiko eager to help with escorts. Thanks to…,jgabflah,,"['CovidVaccine', 'K9']"
2021-03-25 17:05:42,"RT @nkeung: This medical officer criticizes Ottawa for not implementing a sufficient #quarantine plan for #migrantworkers in #Ontario, and…",Andrew_Griffith,Ottawa,"['quarantine', 'migrantworkers', 'Ontario']"
2021-03-25 17:05:39,"RT @shctoronto: This just in! For anyone ages 60+ who would like to receive the COVID vaccine, we are offering the Astra Zeneca vaccine at…",GraceflWarrior,Ontario,[]
2021-03-25 17:05:33,"It’s another great day! My 20 year old just got his first #ShotOfHope.

#MaskUpKY and go get your #CovidVaccine! https://t.co/YIjI4Q6dxs",GoGoGoing,"Lexington, KY","['ShotOfHope', 'MaskUpKY', 'CovidVaccine']"
2021-03-25 17:05:33,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",DLP75902038,,"['KrispyKreme', 'vaccinated']"
2021-03-25 17:05:32,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",kaijakeel,,"['KrispyKreme', 'vaccinated']"
2021-03-25 17:05:32,anybody know if I’m good to smoke some oui’d after getting my first #CovidVaccine shot?,festiveskeleton,"Chicago, IL",['CovidVaccine']
2021-03-25 17:05:28,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",russellglass,United States,"['KrispyKreme', 'vaccinated']"
2021-03-25 17:05:28,RT @siobhanx3: @saferprint @robertjlundberg @JaxHarley5 @bhight3 @maestrotimothy @JohnMuir2006 @plstuartwrites @747flyboytim @ComesAnnemari…,saferprint,Germany,[]
2021-03-25 17:05:26,"RT @GovCanHealth: Do not buy #COVID19 vaccines online or from unauthorized sources, as they are counterfeit and may pose serious health ris…",PolicyHorizons,"Ottawa, Ontario",['COVID19']
2021-03-25 17:05:26,"Get in, losers. We're going to get #vaccinated!
All Floridians 18 and older to be eligible for COVID-19 vaccine on April 5th.
Pre-register here:
https://t.co/2i3HtzpE52",elchapablo,"Orlando, FL. USA.",['vaccinated']
2021-03-25 17:05:19,"One of the side effects of the vaccine is being tired.  How do I know,  asks a person who feels eternally exhausted.
#vaccinated 
#alwaystired",carolnewin2021,"Cincinnati, OH","['vaccinated', 'alwaystired']"
2021-03-25 17:05:18,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",MsD13,Texas,"['KrispyKreme', 'vaccinated']"
2021-03-25 17:05:05,"ServiceNow, supporting vaccinations for more than 20 million people globally, enhances Vaccine Administration Management solution to help organizations rapidly administer COVID vaccines at scale: https://t.co/ITLBK8kY4v
#ServiceNow #Covid19Vaccine #ServiceNowPartner",KaptiusOfficial,"London, England","['ServiceNow', 'Covid19Vaccine', 'ServiceNowPartner']"
2021-03-25 17:05:01,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",MaffiKellyann,"Roseville, CA","['KrispyKreme', 'vaccinated']"
2021-03-25 17:04:54,"Join this #webinar with @Twilio, Applying for the @TwilioDotOrg Vaccine Distribution #Grant Round, on Wednesday, March 31 at 9am PT. Learn more: https://t.co/heUeAYKMf8 #COVID19 #TechForGood #COVIDVaccine #NPCOVID19 https://t.co/52pqVCWKht",TechSoup,"San Francisco, CA & Global","['webinar', 'Grant', 'COVID19', 'TechForGood', 'COVIDVaccine', 'NPCOVID19']"
2021-03-25 17:04:54,"Exclusive: German ambassador @AmbLindnerIndia  on one year of lockdown, vaccine nationalism &amp; global concerns. @Smita_Sharma
@AmbLindnerIndia @GermanyinIndia  @GermanyDiplo @eoiberlin 
#COVID19 #CovidVaccine

Watch full show here:
https://t.co/8FYqteQhqb",IndiaAheadNews,India,"['COVID19', 'CovidVaccine']"
2021-03-25 17:04:44,RT @singerskates: In the USA and Europe it has been shown that the #COVID19ExperimentalShot / #CovidVaccine causes miscarriages in pregnanc…,singerskates,"Windsor, ON, Canada","['COVID19ExperimentalShot', 'CovidVaccine']"
2021-03-25 17:04:40,"Just got an appointment for a #CovidVaccine! So happy! If you're in Champaign County, the  Carle vaccine clinic has open slots for Monday as of ~20 minutes ago.",onychophora1929,"Champaign, IL",['CovidVaccine']
2021-03-25 17:04:37,RT @kier323: Just got my first jab today 💉🧬🧪🙏🍀🤞👌✅✊ Hopefully no side effects to come😷😁🙃 #vaccinated #vaccination #COVID19 #CovidVaccine #gr…,LadySadie66,"Great Malvern, England","['vaccinated', 'vaccination', 'COVID19', 'CovidVaccine']"
2021-03-25 17:04:33,RT @BraveryTheBrony: Got my second #CovidVaccine today! #StopTheSpread https://t.co/b6A6jSuKQA,InmanAlex,"Sonoma County, California","['CovidVaccine', 'StopTheSpread']"
2021-03-25 17:04:27,"#UnitedStates: Minnesota reports 89 #COVID-19 cases in vaccinated individuals. #CovidVaccine 
It can be expected: 
1) it takes 4-7 weeks after shot to get immunity developed
2) virus can mutate
3) Vaccine is not 100% effective
Still better get vaccinated 
https://t.co/ySThuShEZJ",anikonov,,"['UnitedStates', 'COVID', 'CovidVaccine']"
2021-03-25 17:04:23,Got my second #CovidVaccine today! #StopTheSpread https://t.co/b6A6jSuKQA,BraveryTheBrony,"Crystal Empire, Equestria","['CovidVaccine', 'StopTheSpread']"
2021-03-25 17:04:10,"@PraveenMohanET Blessings Amazing contribution to Sanathan Dharma the priceless  offering handed to us from Rishis Kings common people who put up resistance at every level despite  continuing genocide from over 1000 yrs till today
#COVIDー19 
#CoronaVirusUpdates 
#vaccinated 
#FreeHinduTemples",kamath_reeta,,"['COVIDー19', 'CoronaVirusUpdates', 'vaccinated', 'FreeHinduTemples']"
2021-03-25 17:04:09,RT @impactpoverty: Free this evening? Want to know more about the #covidvaccine? Why not join this free webinar and Q&amp;A at 6pm this evening…,ThriveBham,,['covidvaccine']
2021-03-25 17:04:06,"RT @saramfung: VACCINATED!!!

Kudos to @SHNcares for an awesome experience all around, even covered my parking! 

#vaccinated #CovidVaccine…",AmieVarley,"GTA, Canada","['vaccinated', 'CovidVaccine']"
2021-03-25 17:04:02,RT @NearNeighbourBC: Free this evening? Want to know more about the #covidvaccine? Why not join this free webinar and Q&amp;A at 6pm this eveni…,ThriveBham,,['covidvaccine']
2021-03-25 17:04:00,"Jan received her #COVIDVaccine through the Health Department, and has since been out to eat several times. Have you scheduled your appointment yet? Appointments for people in Phase 1-4 can be made here: https://t.co/R4GARdgy7J. https://t.co/D26YgiiHjf",SedgwickCounty,"Sedgwick County, Kansas",['COVIDVaccine']
2021-03-25 17:03:59,"Y’all, Medicenter just called me asking if I knew anyone else wanting to get #vaccinated How is this ok? Sikeston has too much vaccine but St Louis is online for HOURS?? 🖕@GovParsonMO",ldylna80,"Missouri, USA",['vaccinated']
2021-03-25 17:03:48,"COWIN portal modified for persons aged 45 to 59 years to get Covid jab: #Odisha govt 

#CovidVaccine 

https://t.co/3bRSaUdYyE",Sambad_English,Odisha,"['Odisha', 'CovidVaccine']"
2021-03-25 17:03:43,"RT @Project6_: @ModalityGP 25,000 patients #vaccinated  in Keighley is amazing work! Thank you to everyone involved https://t.co/9yA2Dl88Tt",VickiBeere,"Shipley, England",['vaccinated']
2021-03-25 17:03:39,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",LouisvilleKYDem,,"['KrispyKreme', 'vaccinated']"
2021-03-25 17:03:33,"Everyone above 45 years of age can get vaccinated against Covid from April 1, says govt #CovidVaccine #COVID #government 
https://t.co/POMzI2lrwW https://t.co/pbtTstoEOt",AbcrNews,India,"['CovidVaccine', 'COVID', 'government']"
2021-03-25 17:03:31,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",Sandyinthetree2,"Kirkland, WA","['KrispyKreme', 'vaccinated']"
2021-03-25 17:03:12,"RT @GovCanHealth: Do not buy #COVID19 vaccines online or from unauthorized sources, as they are counterfeit and may pose serious health ris…",WinnipegRHA,"Winnipeg, Manitoba, Canada",['COVID19']
2021-03-25 17:03:08,"Regarding Raynaud's phenomenon &amp; COVID19 vaccine 💉 

Yesterday mine was@off the charts. It took hours for me to get blood back in my hands. Has anyone else suffered this side effect? Have any doctors heard of this? 

#raynauds #CovidVaccine #sideeffects #PfizerCovidVaccine",TheTamela,Houston Texas,"['raynauds', 'CovidVaccine', 'sideeffects', 'PfizerCovidVaccine']"
2021-03-25 17:03:08,"RT @shctoronto: This just in! For anyone ages 60+ who would like to receive the COVID vaccine, we are offering the Astra Zeneca vaccine at…",wussyfop,"Toronto, Ontario",[]
2021-03-25 17:02:50,RT @sumanthraman: Companies are ready to pay for #CovidVaccine and provide to their employees. Yet they can't. This has to be allowed immed…,Ramvignesh490,Chennai,['CovidVaccine']
2021-03-25 17:02:36,Guess what I just got! #vaccinated https://t.co/gmRsrhCdpb,abirdofmytongue,,['vaccinated']
2021-03-25 17:02:32,I got my 2nd shot today ✅ 💉 #YorkCollege #vaccinated https://t.co/zcF0DQCWbo,TsBlondieNYC,NyC QueeNs,"['YorkCollege', 'vaccinated']"
2021-03-25 17:02:26,"Round 2 completed! 
#vaccinated #PfizerVaccine https://t.co/GcyrI4SpTX",Coach_LaFavers,"Missouri City, TX","['vaccinated', 'PfizerVaccine']"
2021-03-25 17:02:25,"Read about support for people with a #LearningDisability to get their #CovidVaccine in Liverpool 

https://t.co/s1iTQplLVt  #ReasonableAdjustments https://t.co/boB0t7OaPW",NHSAbility,"Leeds, England","['LearningDisability', 'CovidVaccine', 'ReasonableAdjustments']"
2021-03-25 17:02:14,"Tens of thousands of people have shared their #COVID19 vaccine experiences. Over 325 underlying conditions were reported, including #lungcancer.  View the results now and see what others are experiencing: https://t.co/Hhn5F1TZux

#LCSM #COVID19vaccine https://t.co/LAThfuCkVo",teaminspire,Worldwide,"['COVID19', 'lungcancer', 'LCSM', 'COVID19vaccine']"
2021-03-25 17:02:14,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",SherylWindt,"Waikoloa Village, HI","['KrispyKreme', 'vaccinated']"
2021-03-25 17:02:12,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",Cary4Tara,,"['KrispyKreme', 'vaccinated']"
2021-03-25 17:02:08,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",KiZmeAgain,"North Carolina, USA","['KrispyKreme', 'vaccinated']"
2021-03-25 17:02:07,"Meet our #COVIDVaccine mascot Jab ⬇️ He’s here to help get rid of #COVID19 and allow Haringey to get back to normal. Watch the video below to find out why he’s safe and our best defence against coronavirus #KeepHaringeySafe 🤝

For the full video: 🌐https://t.co/L6I9XPAmKx https://t.co/4yWKXVu9Z5",haringeycouncil,"Haringey, London","['COVIDVaccine', 'COVID19', 'KeepHaringeySafe']"
2021-03-25 17:02:06,"RT @SceneLGBTQ: Dr Sam talk about Covid-19 #vaccines &amp; concerns from  the  #LGBTQ community, why we should get #vaccinated &amp; lessons learne…",CoolBrighton,"Brighton & Hove, UK","['vaccines', 'LGBTQ', 'vaccinated']"
2021-03-25 17:02:04,"When asked what may emerge from the broader #CovidVaccine opening, Dr. Monica Heltz of the @FishersHealth Department weighs in: https://t.co/g3FxmP9QDw",Formstack,"Fishers, Indiana",['CovidVaccine']
2021-03-25 17:02:00,"If this is ture then we are fucked 😂 #CovidTesting #CovidVaccine #COVID
https://t.co/5xx7XCT72M",nervsmo,,"['CovidTesting', 'CovidVaccine', 'COVID']"
2021-03-25 17:01:46,RT @barbfederostrov: Would love to talk with California folks with either Type 1 or Type 2 #diabetes for a @calmatters story on #CovidVacci…,margotroosevelt,"El Segundo, CA",['diabetes']
2021-03-25 17:01:44,"Millions of adults are now #vaccinated against COVID-19 🦠 For more information on the #coronavirus vaccine, click here: https://t.co/8upQyhYrcj
#healthforkids #gettinghelp https://t.co/cIR8XEVJV2",HealthforKids1,,"['vaccinated', 'coronavirus', 'healthforkids', 'gettinghelp']"
2021-03-25 17:01:43,"Had my #CovidVaccine ap't letter today, didn't think I was bothered but actually feel relieved",Clapham69,God's Country,['CovidVaccine']
2021-03-25 17:01:42,RT @TheRajanRao: #MoHF says a new #Covid_19 variant is found in many States in India. The question is- will #CovidVaccine be effective on t…,shivdu8,,"['MoHF', 'Covid_19', 'CovidVaccine']"
2021-03-25 17:01:40,"RT @BRAVENEWEUROPE1: Podcasts:

Double Down News @DoubleDownNews
Peter Jukes @peterjukes - The Weaponisation of Coronavirus Conspiracy Theo…",BRAVENEWEUROPE1,,[]
2021-03-25 17:01:38,RT @GlobeSLCC: “The most important thing we can do right now is to get as many shots in as many arms as we can.” With more vaccines distrib…,The101photo,"Salt Lake City, UT",[]
2021-03-25 17:01:32,RT @SouthAsianHF: Excellent presentation by @AliRacaniere on #ramadan #covid19 #CovidVaccine #SAHFDAR2021 https://t.co/ukM1Yb6OlH,IrfanIsmail89,,"['ramadan', 'covid19', 'CovidVaccine', 'SAHFDAR2021']"
2021-03-25 17:01:31,"RT @PSofKenya: Our CEO Dr. @DaniellaMunene  receiving her First dose of #CovidVaccine 
This is immediately after #PSC2021🔗💊 Where @DrMercyH…",NvipKenya,"Nairobi, Kenya","['CovidVaccine', 'PSC2021']"
2021-03-25 17:01:29,"RT @DrMercyKorir: New @MOH_Kenya directive: If you are 58 and above, or know folks 58 and above, go get your #Covid19Vaccine from any of th…",Magomere_sheila,"Nairobi, Kenya",['Covid19Vaccine']
2021-03-25 17:01:26,"RT @haringeycouncil: 📢 There’s another #COVIDVaccine pop-up clinic coming up! So, if you’re 50+ or have an underlying health issue &amp; live n…",pippaconnor,,['COVIDVaccine']
2021-03-25 17:01:20,"RT @shctoronto: This just in! For anyone ages 60+ who would like to receive the COVID vaccine, we are offering the Astra Zeneca vaccine at…",RainbowHealthOn,"Ontario, Canada",[]
2021-03-25 17:01:19,"An analysis of the egregious European COVID failure (with the exception of a few Scandinavian nations – no, not Sweden) that is being ignored

Steve Keen @ProfSteveKeen

My Escape from Covid Island

https://t.co/lFQsyzhMQk

#COVID19 #COVID19Vaccine #coronavirus #pandemic #Britain https://t.co/Rd1TWgsk3c",BRAVENEWEUROPE1,,"['COVID19', 'COVID19Vaccine', 'coronavirus', 'pandemic', 'Britain']"
2021-03-25 17:01:16,"RT @NHSNWCCG: 📣Calling everyone over the age of 50 that hasn't yet booked their #COVID19Vaccine 

This weekend, LOTS more opportunity to ge…",BroadlandDC,Broadland Norfolk,['COVID19Vaccine']
2021-03-25 17:01:15,"RT @RasuShrestha: Time for vaccine diplomacy?

The U.S. accounts for 27% of the world’s coronavirus vaccine production, but 0% of the globa…",iya270,"Manila, Philippines",[]
2021-03-25 17:01:00,"Dr Sam talk about Covid-19 #vaccines &amp; concerns from  the  #LGBTQ community, why we should get #vaccinated &amp; lessons learned from the #pandemic (so far..) #Sussex   #Brighton &amp; #Hove #GP 🏳️‍🌈🏳️‍⚧️
Read full interview https://t.co/tpAaGdkPr6 https://t.co/gJ3vEaqK5p",SceneLGBTQ,"Brighton & Hove, England","['vaccines', 'LGBTQ', 'vaccinated', 'pandemic', 'Sussex', 'Brighton', 'Hove', 'GP']"
2021-03-25 17:00:58,"Hampi-based Hanumad Janmabhoomi Trust planning cross-country 'Rath Yatra' for 12 years https://t.co/BblHeQl3dJ
#COVIDー19 
#vaccinated 
#CoronaVirusUpdates 
#AbhinavShukla 
#WestBengal 
#Bihar 
#SidNaaz 
#Ktakagovtlootingtemplehundis
#Glorioushampiinruins
@Tejasvi_Surya @BSYBJP",kamath_reeta,,"['COVIDー19', 'vaccinated', 'CoronaVirusUpdates', 'AbhinavShukla', 'WestBengal', 'Bihar', 'SidNaaz', 'Ktakagovtlootingtemplehundis', 'Glorioushampiinruins']"
2021-03-25 17:00:56,.@jlevinscherz shares an update on the #COVID19 crisis and #vaccinations in the U.S. #COVID19Vaccine https://t.co/iSOPp6TTKR https://t.co/n6mLx09IT9,WTWhr,Global,"['COVID19', 'vaccinations', 'COVID19Vaccine']"
2021-03-25 17:00:56,#Vaccinated #VaccinateNY @VaccinateNY #PfizerCovidVaccine They even have WiFi here! Great setup. @NationalGuardNY https://t.co/emkALI3hk8,KevinCullen67,"Westchester County, NY","['Vaccinated', 'VaccinateNY', 'PfizerCovidVaccine']"
2021-03-25 17:00:47,"RT @THP_hospital: We are now inviting community members ages 𝟳𝟬+ to book #COVID19vaccine appointments in Peel Region. 

If you or someone y…",DTSBrown,"Halifax, Nova Scotia",['COVID19vaccine']
2021-03-25 17:00:47,"This just in! For anyone ages 60+ who would like to receive the COVID vaccine, we are offering the Astra Zeneca vaccine at our clinic NOW until 2 pm today. Come to @dixon_hall  @ 188 Carlton Street. No appointment needed, bring your healthcare card if you have one! #CovidVaccine",shctoronto,Toronto,['CovidVaccine']
2021-03-25 17:00:45,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",kinnehan,Michigan,"['KrispyKreme', 'vaccinated']"
2021-03-25 17:00:43,"19 CVS locations show #CovidVaccine slots in CA:
Bakersfield
Chico
Clovis
Fresno
Hanford
Highland
Kingsburg
Lancaster
Madera
Oroville
Palm Springs
Pasadena
Reedley
Riverside
San Bernardino
Sanger
Santa Clarita
Santa Paula
Tujunga",VaccineCa,,['CovidVaccine']
2021-03-25 17:00:41,"Do not buy #COVID19 vaccines online or from unauthorized sources, as they are counterfeit and may pose serious health risks. They are also ineffective at protecting an individual from the COVID-19 virus. Learn more: https://t.co/qJ2cjOkVez 
#COVIDVaccine https://t.co/7BIn4Hh6z1",GovCanHealth,Canada,"['COVID19', 'COVIDVaccine']"
2021-03-25 17:00:36,RT @THPFoundation: CT residents age 40+ are now eligible to receive the #COVID19Vaccine. Get more information on vaccines in #CT #CTVaxFact…,CaanhInc,New Haven,"['COVID19Vaccine', 'CT']"
2021-03-25 17:00:32,RT @Upadhi4: #Corona attacks superfit actor #MilindSoman too. #coronavirus returns in full swing. #Maharashtra PPL pls be safe. Follow #COV…,RetweetsMumbai,Mumbai,"['Corona', 'MilindSoman', 'coronavirus', 'Maharashtra']"
2021-03-25 17:00:32,"RT @tworldreviews: COVID19, EU and UK towards an agreement on vaccine supplies 

#Covid19 #EU #UK #EuropeanUnion #Europe #Brussels #BorisJo…",icaritoparrales,,"['Covid19', 'EU', 'UK', 'EuropeanUnion', 'Europe', 'Brussels']"
2021-03-25 17:00:28,"RT @DrMercyKorir: New @MOH_Kenya directive: If you are 58 and above, or know folks 58 and above, go get your #Covid19Vaccine from any of th…",Patopatoh,Kenya,['Covid19Vaccine']
2021-03-25 17:00:25,I'm doing my part #vaccinated https://t.co/kQ9c9fmH7L,Bailer_86,"Georgia, USA",['vaccinated']
2021-03-25 17:00:24,"RT @MHExecutive: MHE spoke with Senior Vice President of healthcare services at @scanhealthplan, Eve Gelb. The two discussed the issue of v…",scanhealthplan,"Long Beach, CA",[]
2021-03-25 17:00:19,CT residents age 40+ are now eligible to receive the #COVID19Vaccine. Get more information on vaccines in #CT #CTVaxFacts https://t.co/8PzldQgHgA https://t.co/hf6KxwDSuG,THPFoundation,"Watertown, MA","['COVID19Vaccine', 'CT', 'CTVaxFacts']"
2021-03-25 17:00:19,"The latest #COVID19 edition of the CCA Check Up newsletter is out! In this issue, you’ll learn how to book your #COVIDvaccine and how to avoid related scams. Plus, a CCA member and doctor share their personal experiences with the vaccine. https://t.co/arff9bAUP5

#CovidMA",CCA_Mass,1-866-ASK-1CCA (275-1222) ,"['COVID19', 'COVIDvaccine', 'CovidMA']"
2021-03-25 17:00:17,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",hyattd335,"Jacksonville, FL  USA","['KrispyKreme', 'vaccinated']"
2021-03-25 17:00:04,"RT @HistoryMuppet: One down, one to go! #CovidVaccine https://t.co/y4M5qpKmQ8",ange_patricia,"Florida, USA",['CovidVaccine']
2021-03-25 17:00:02,"Enayath has been supporting the #CovidVaccine programme as a security guard. 

Thinking he was too old to change careers he wasn't expecting it to turn into him following his dream of becoming a nurse. 

Been considering a career in nursing? 

https://t.co/k7hENhG1uJ

@HCTNHS https://t.co/grpUDeEMSJ",NHSEastEngland,"East of England, UK",['CovidVaccine']
2021-03-25 17:00:01,"Should you take painkillers to help with your sore arm? 💉 #covidvaccine

https://t.co/Pu5n5BCPbX",chron,"Houston, TX",['covidvaccine']
2021-03-25 17:00:01,RT @BernetaWrites: I just spent 40 fucking minutes trying to find and schedule a #CovidVaccine appointment at a pharmacy in Atlanta metro.…,Imthissexyinrl,Éire,['CovidVaccine']
2021-03-25 16:59:58,"Maharashtra has highest cases then why don't we do differential allocation of #CovidVaccine  Ideal scenario - Do vaccination drive of Hotspots and then tackle ROI @CMOMaharashtra @adarpoonawalla @narendramodi pls look into, agewise allocation is illogical @sri_sameer @lahenilesh",rgawde03,,['CovidVaccine']
2021-03-25 16:59:57,"RT @prodefencejammu: #IndiaFightsCorona

Starting 1st April 2021, all persons over 45 years of age (born before 1st January 1977) can regis…",IamAmigo98250,,['IndiaFightsCorona']
2021-03-25 16:59:57,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",MrTero2U,,"['KrispyKreme', 'vaccinated']"
2021-03-25 16:59:54,"RT @NHSNWCCG: 📣Calling everyone over the age of 50 that hasn't yet booked their #COVID19Vaccine 

This weekend, LOTS more opportunity to ge…",SNorfolkCouncil,South Norfolk,['COVID19Vaccine']
2021-03-25 16:59:54,Just got my first COVID-19 vaccination. #vaccinated #VaccinesWork #COVID #coronavirus #COVIDVaccination #Moderna,SolidDragon21,"Hanford, CA","['vaccinated', 'VaccinesWork', 'COVID', 'coronavirus', 'COVIDVaccination', 'Moderna']"
2021-03-25 16:59:54,"RT @AdebolaGb: I just took my first jab of @AstraZeneca #CovidVaccine at Somolu LGA. Scheduled for the 2nd dose for 23rd June, 2021. The ar…",AjisonLtd,Ojokoro/Lagos,['CovidVaccine']
2021-03-25 16:59:47,RT @GusWatson: Got a call from a local care home to say they had spare Covid jabs and would I like to come along and have one! 20 minutes l…,Heroesoftroy,Dublin Ireland 🇮🇪 ,[]
2021-03-25 16:59:47,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",teradh1,Oregon,"['KrispyKreme', 'vaccinated']"
2021-03-25 16:59:42,RT @barbfederostrov: Would love to talk with California folks with either Type 1 or Type 2 #diabetes for a @calmatters story on #CovidVacci…,CalMatters,"Sacramento, CA",['diabetes']
2021-03-25 16:59:42,RT @jjmather: Covid-19 vaccine is now becoming readily available. I encourage my friends to avail themselves of the vaccine and help your n…,txsguy09,"Amarillo, TX",[]
2021-03-25 16:59:39,"RT @saoltagroup: 👀 A look behind the scenes at new #CovidVaccine centre in #Roscommon town, vaccination teams are busy completing the vacci…",michealfrain,Co.Roscommon,"['CovidVaccine', 'Roscommon']"
2021-03-25 16:59:28,"#Corona attacks superfit actor #MilindSoman too. #coronavirus returns in full swing. #Maharashtra PPL pls be safe. Follow #COVID rules.
#Bollywood #actor #model #mumbai #CoronaVirusUpdates #CovidVaccine 
@milindrunning @OfficeofUT https://t.co/iO4crzdgA9",Upadhi4,,"['Corona', 'MilindSoman', 'coronavirus', 'Maharashtra', 'COVID', 'Bollywood', 'actor', 'model', 'mumbai', 'CoronaVirusUpdates', 'CovidVaccine']"
2021-03-25 16:59:25,"Wonderful article by @drevefeinberg !!! #IVF #COVID19 #CovidVaccine @ReprodMed 
Shattering the infertility myth: What we know about Covid-19 vaccines and pregnancy https://t.co/8ZywhHxIR3 via @statnews",AlanPenzias,"Boston, MA","['IVF', 'COVID19', 'CovidVaccine']"
2021-03-25 16:59:21,Please signal boost for our at risk phx communities!! #phx #COVID19 #CovidVaccine,nickikid19,"Avondale, Arizona","['phx', 'COVID19', 'CovidVaccine']"
2021-03-25 16:59:18,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",ange_patricia,"Florida, USA","['KrispyKreme', 'vaccinated']"
2021-03-25 16:59:13,#Pfizer second dose #vaccinated #mRNA https://t.co/iSeNdOBprK,casaguglielmi,"California, USA","['Pfizer', 'vaccinated', 'mRNA']"
2021-03-25 16:59:13,In the USA and Europe it has been shown that the #COVID19ExperimentalShot / #CovidVaccine causes miscarriages in pregnancies killing the #YetToBeBorn. @CampaignLife @nrlc @TamaraUgo @herberandt @DerekSloanCPC @MaximeBernier https://t.co/lNPRz8OX77,singerskates,"Windsor, ON, Canada","['COVID19ExperimentalShot', 'CovidVaccine', 'YetToBeBorn']"
2021-03-25 16:59:08,"RT @IAmBraxSimpson: Today I made a decision to protect myself, my family, my friends, and my community. 
.
I believe in the Science 🧪. The…",rachie_rachhh,"Washington, DC",[]
2021-03-25 16:59:03,"RT @MDAndersonNews: “The best COVID-19 vaccine to get is the first one available to you,” says our Dr. Anita Ying: https://t.co/Guhney1jOM…",DynamoCooligan,"Houston, Texas",[]
2021-03-25 16:59:02,RT @derekduvallshow: Mrs. Duvall &amp; I have done our part. Fully vaccinated!! Post below if you have had your #CovidVaccine #PodNation #Poder…,MPWeirdoPodcast,,"['CovidVaccine', 'PodNation']"
2021-03-25 16:59:02,"Very informative Webinar on the #CovidVaccine. Thank you @IIOPharmacy, @MurielPate1 and @JoanPeppard1 https://t.co/VknjHo6vqP",NationalNmic,"Dublin City, Ireland",['CovidVaccine']
2021-03-25 16:58:57,RT @IndiaAheadNews: Research has shown Astra Zeneca is even better than some other vaccines. I would recommend people should go ahead with…,youth_halla_bol,prayagraj,[]
2021-03-25 16:58:54,First shot of #Moderna #CovidVaccine  in my arm this morning! Woohoo! Thank you King Soopers pharmacy! #vaccination,SamFlaxman,,"['Moderna', 'CovidVaccine', 'vaccination']"
2021-03-25 16:58:52,"RT @MSHHealthImpact: We're helping countries develop medicines monitoring systems, a critical issue in the context of #CovidVaccine rollout…",ACCESS_Mada,Madagascar,['CovidVaccine']
2021-03-25 16:58:49,RT @ABC7NY: Rutgers University announced Thursday that it will require COVID-19 vaccines for all on-campus students who are enrolled for th…,KelKass,New York City,[]
2021-03-25 16:58:48,"2 for 2~Do YOUR PART‼️‼️
#CovidVaccine
#ForME&amp;YOU
#FAITH&amp;WORKS https://t.co/uZJ6Xr3PaQ",vdtate,"Atlanta, GA  ","['CovidVaccine', 'ForME', 'FAITH']"
2021-03-25 16:58:44,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",MstryRdr,United States,"['KrispyKreme', 'vaccinated']"
